gene_symbol,chromosome,start,species
PRPF40A,15,60386596,pig
ARL6IP6,15,60440308,pig
RPRM,15,61140688,pig
GALNT13,15,61440864,pig
KCNJ3,15,62264069,pig
NR4A2,15,63487731,pig
GPD2,15,63623353,pig
GALNT5,15,64241738,pig
ERMN,15,64286054,pig
CYTIP,15,64353475,pig
ACVR1C,15,64455989,pig
ACVR1,15,64750796,pig
UPP2,15,65088795,pig
PKP4,15,65431111,pig
DAPL1,15,65796462,pig
TANC1,15,65920292,pig
WDSUB1,15,66166450,pig
BAZ2B,15,66254948,pig
MARCHF7,15,66649049,pig
CD302,15,66696775,pig
LY75,15,66740071,pig
PLA2R1,15,66898508,pig
ITGB6,15,67041522,pig
RBMS1,15,67194985,pig
TANK,15,67952210,pig
PSMD14,15,68162532,pig
TBR1,15,68213562,pig
SLC4A10,15,68224395,pig
DPP4,15,68660853,pig
GCG,15,68800560,pig
FAP,15,68830732,pig
IFIH1,15,68928254,pig
GCA,15,68985497,pig
KCNH7,15,69059870,pig
FIGN,15,70262091,pig
GRB14,15,71119926,pig
COBLL1,15,71343930,pig
SLC38A11,15,71561272,pig
SCN3A,15,71717334,pig
CSRNP3,15,72141621,pig
GALNT3,15,72294378,pig
TTC21B,15,72430726,pig
SCN1A,15,72529875,pig
SCN9A,15,72748705,pig
SCN7A,15,72945288,pig
XIRP2,15,73422267,pig
B3GALT1,15,74335112,pig
STK39,15,74447787,pig
CERS6,15,74927130,pig
NOSTRIN,15,75283925,pig
SPC25,15,75336514,pig
G6PC2,15,75382313,pig
ABCB11,15,75402396,pig
DHRS9,15,75507588,pig
LRP2,15,75565303,pig
BBS5,15,75852198,pig
KLHL41,15,75875926,pig
FASTKD1,15,75895565,pig
PPIG,15,75940865,pig
CFAP210,15,75979209,pig
PHOSPHO2,15,76007197,pig
KLHL23,15,76029563,pig
SSB,15,76088641,pig
METTL5,15,76092969,pig
UBR3,15,76135525,pig
MYO3B,15,76401963,pig
SP5,15,76902387,pig
GAD1,15,76991928,pig
GORASP2,15,77048136,pig
TLK1,15,77170086,pig
RIF1,15,774191,pig
METTL8,15,77477231,pig
DCAF17,15,77564692,pig
GTDC1,15,7757935,pig
CYBRD1,15,77649040,pig
DYNC1I2,15,77803350,pig
SLC25A12,15,77896336,pig
HAT1,15,78022207,pig
METAP1D,15,78098413,pig
DLX1,15,78185790,pig
DLX2,15,78200916,pig
ITGA6,15,78504078,pig
PDK1,15,78608432,pig
RAPGEF4,15,78773266,pig
MAP3K20,15,79174676,pig
CDCA7,15,79432667,pig
SP3,15,79936005,pig
OLA1,15,80078924,pig
SP9,15,80325377,pig
CIR1,15,80338318,pig
SCRN3,15,80375778,pig
GPR155,15,80396976,pig
CHRNA1,15,80673067,pig
ATF2,15,80985126,pig
ATP5MC3,15,81083960,pig
LNPK,15,81721644,pig
EVX2,15,81881362,pig
HOXD13,15,81893972,pig
HOXD12,15,81900833,pig
HOXD11,15,81908460,pig
HOXD10,15,81917637,pig
HOXD9,15,81924142,pig
HOXD8,15,81931434,pig
HOXD4,15,81952660,pig
HOXD3,15,81958701,pig
HOXD1,15,81987769,pig
MTX2,15,82061385,pig
NFE2L2,15,82973657,pig
AGPS,15,83146002,pig
PDE11A,15,83365723,pig
RBM45,15,83792861,pig
OSBPL6,15,83872742,pig
PRKRA,15,84133687,pig
PJVK,15,84158639,pig
FKBP7,15,84168587,pig
PLEKHA3,15,84184998,pig
CCDC141,15,84535922,pig
SESTD1,15,84760451,pig
ARHGAP15,15,8498902,pig
ZNF385B,15,85045799,pig
CWC22,15,85542258,pig
TNFAIP6,15,862015,pig
UBE2E3,15,86471156,pig
ITGA4,15,86947240,pig
CERKL,15,87029306,pig
NEUROD1,15,87175765,pig
ITPRID2,15,87326442,pig
PPP1R1C,15,87466718,pig
PDE1A,15,87634811,pig
DNAJC10,15,88198794,pig
FRZB,15,88332860,pig
NCKAP1,15,88425142,pig
KYNU,15,8850544,pig
DUSP19,15,88549384,pig
NUP35,15,88587785,pig
ZNF804A,15,89842769,pig
FSIP2,15,90901868,pig
ZC3H15,15,91493713,pig
ITGAV,15,91604835,pig
FAM171B,15,91719511,pig
ZSWIM2,15,91840944,pig
CALCRL,15,92233841,pig
TFPI,15,92345075,pig
GULP1,15,92911054,pig
COL3A1,15,93526603,pig
COL5A2,15,93611856,pig
WDR75,15,93981215,pig
SLC40A1,15,94141988,pig
NMI,15,941475,pig
ASNSD1,15,94266701,pig
ANKAR,15,94274741,pig
OSGEPL1,15,94331064,pig
PMS1,15,94351638,pig
ORMDL1,15,94359358,pig
C2ORF88,15,94478021,pig
MSTN,15,94620270,pig
HIBCH,15,94794126,pig
INPP1,15,94956532,pig
MFSD6,15,95015325,pig
NEMP2,15,95097154,pig
NAB1,15,95248814,pig
GLS,15,95513446,pig
STAT1,15,95593211,pig
STAT4,15,95656077,pig
MYO1B,15,95874412,pig
LRP1B,15,9613238,pig
NABP1,15,96313903,pig
CAVIN2,15,96474284,pig
TMEFF2,15,96594970,pig
SLC39A10,15,99584872,pig
DNAH7,15,99724828,pig
CDH10,16,12094710,pig
CDH9,16,13944245,pig
ANKRD33B,16,149431,pig
CDH6,16,17531952,pig
DROSHA,16,17565137,pig
C5ORF22,16,17848299,pig
MTMR12,16,18461129,pig
ZFR,16,18560280,pig
SUB1,16,18758962,pig
NPR3,16,18844236,pig
TARS1,16,19455451,pig
ADAMTS12,16,19547011,pig
RXFP3,16,19950634,pig
SLC45A2,16,19958315,pig
C1QTNF3,16,20032980,pig
RAI14,16,20268794,pig
TTC23L,16,20443661,pig
RAD1,16,20466889,pig
BRIX1,16,20512280,pig
AGXT2,16,20576659,pig
PRLR,16,20618875,pig
SPEF2,16,21088418,pig
IL7R,16,21300111,pig
CAPSL,16,21345366,pig
LMBRD2,16,21418059,pig
SKP2,16,21463012,pig
NADK2,16,21506769,pig
RANBP3L,16,21562916,pig
SLC1A3,16,21873709,pig
NIPBL,16,22152469,pig
CPLANE1,16,22380326,pig
NUP155,16,22516990,pig
WDR70,16,22599936,pig
GDNF,16,22936608,pig
EGFLAM,16,23509491,pig
LIFR,16,23634298,pig
OSMR,16,24041596,pig
RICTOR,16,24109941,pig
FYB1,16,24333033,pig
C9,16,24520634,pig
DAB2,16,24590647,pig
DAP,16,250217,pig
PTGER4,16,25670862,pig
TTC33,16,25674665,pig
PRKAA1,16,25745324,pig
RPL37,16,25797120,pig
C7,16,25846860,pig
MROH2B,16,25919679,pig
C6,16,26020628,pig
PLCXD3,16,26165588,pig
OXCT1,16,26512401,pig
RIMOC1,16,26681716,pig
FBXO4,16,26707495,pig
GHR,16,27126734,pig
CCDC152,16,27471003,pig
ZNF131,16,27813997,pig
NIM1K,16,27858157,pig
HMGCS1,16,27936218,pig
CCL28,16,27985167,pig
TMEM267,16,28027425,pig
C5ORF34,16,28058264,pig
PAIP1,16,28098581,pig
NNT,16,28157777,pig
FGF10,16,28695470,pig
MRPS30,16,29111950,pig
HCN1,16,29439264,pig
EMB,16,30121079,pig
PARP8,16,30305738,pig
ISL1,16,30963031,pig
DNAH5,16,3114273,pig
ITGA1,16,32130235,pig
PELO,16,32142034,pig
ITGA2,16,32336292,pig
MOCS2,16,32442708,pig
FST,16,32805932,pig
NDUFS4,16,32874461,pig
ARL15,16,33341812,pig
HSPB3,16,33716626,pig
SNX18,16,33776975,pig
ESM1,16,34184261,pig
GZMK,16,34217303,pig
GZMA,16,34282120,pig
CDC20B,16,34294272,pig
GPX8,16,34336073,pig
MCIDAS,16,34376959,pig
CCNO,16,34386749,pig
DHX29,16,34425708,pig
MTREX,16,34478272,pig
PLPP1,16,34604376,pig
SLC38A9,16,34770322,pig
DDX4,16,34858368,pig
IL31RA,16,35012094,pig
IL6ST,16,35101306,pig
ANKRD55,16,35231674,pig
TRIO,16,3564171,pig
MAP3K1,16,35872131,pig
SETD9,16,35980201,pig
MIER3,16,35990469,pig
GPBP1,16,36217509,pig
ACTBL2,16,36470503,pig
PLK2,16,37299119,pig
GAPT,16,37344415,pig
RAB3C,16,37412909,pig
PDE4D,16,37897545,pig
DEPDC1B,16,39466497,pig
ELOVL7,16,39589032,pig
OTULINL,16,3969932,pig
ERCC8,16,39701702,pig
NDUFAF2,16,39770466,pig
ZSWIM6,16,40105227,pig
OTULIN,16,4063071,pig
KIF2A,16,41016771,pig
ANKH,16,4105167,pig
DIMT1,16,41098350,pig
IPO11,16,41121150,pig
LRRC70,16,41293010,pig
HTR1A,16,42478923,pig
RNF180,16,42723065,pig
RGS7BP,16,43088892,pig
SHISAL2B,16,43273506,pig
SREK1IP1,16,43297007,pig
CWC27,16,43345838,pig
ROPN1L,16,43353,pig
ADAMTS6,16,43702521,pig
CENPK,16,44041490,pig
PPWD1,16,44080636,pig
TRIM23,16,44103789,pig
SHLD3,16,44147137,pig
TRAPPC13,16,44156163,pig
SGTB,16,44186562,pig
NLN,16,44225677,pig
ERBIN,16,44415189,pig
SREK1,16,44578783,pig
MAST4,16,45383207,pig
CD180,16,45571173,pig
PIK3R1,16,46511521,pig
SLC30A5,16,47284760,pig
CCNB1,16,47338110,pig
CENPH,16,47353324,pig
MRPS36,16,47386323,pig
CDK7,16,47410188,pig
CCDC125,16,47436087,pig
AK6,16,47480557,pig
TAF9,16,47490027,pig
RAD17,16,47499669,pig
MARVELD2,16,47530068,pig
OCLN,16,47600212,pig
SERF1A,16,47792700,pig
BDP1,16,47801315,pig
FBXL7,16,4784726,pig
MCCC2,16,47917368,pig
CARTPT,16,48043492,pig
MAP1B,16,48403641,pig
MRPS27,16,48507596,pig
PTCD2,16,48605031,pig
ZNF366,16,48708610,pig
TNPO1,16,49048686,pig
DRD1,16,49189602,pig
MSX2,16,49765910,pig
NSG2,16,50206076,pig
C5ORF47,16,50387567,pig
CPEB4,16,50430348,pig
CTNND2,16,509333,pig
STC2,16,50989433,pig
NKX2-5,16,51086011,pig
BNIP1,16,51126926,pig
CREBRF,16,51150560,pig
RPL26L1,16,51267479,pig
ERGIC1,16,51285493,pig
DUSP1,16,51458020,pig
NEURL1B,16,51536573,pig
SH3PXD2B,16,51733154,pig
UBTD2,16,51907488,pig
EFCAB9,16,51987768,pig
STK10,16,52003887,pig
FBXW11,16,52212607,pig
FGF18,16,52725356,pig
NPM1,16,52765298,pig
TLX3,16,52823657,pig
RANBP17,16,52836297,pig
GABRP,16,53205553,pig
KCNIP1,16,53267523,pig
MARCHF11,16,5346133,pig
KCNMB1,16,53618603,pig
LCP2,16,53697026,pig
C5ORF58,16,53742510,pig
FOXI1,16,53835399,pig
DOCK2,16,53843256,pig
INSYN2B,16,53941568,pig
SPDL1,16,54277052,pig
SLIT3,16,54553426,pig
PANK3,16,55313324,pig
FBLL1,16,55351727,pig
RARS1,16,55373727,pig
WWC1,16,55418397,pig
TENM2,16,55625703,pig
ZNF622,16,5699744,pig
RETREG1,16,5726494,pig
MYO10,16,5907116,pig
MAT2B,16,60255549,pig
HMMR,16,60290001,pig
NUDCD2,16,60332492,pig
CCNG1,16,60349258,pig
GABRG2,16,61441632,pig
GABRA1,16,61656590,pig
GABRA6,16,61855468,pig
GABRB2,16,61984925,pig
ATP10B,16,62569813,pig
SLU7,16,63118733,pig
ZBED8,16,63138616,pig
C1QTNF2,16,63167184,pig
CCNJL,16,63227658,pig
FABP6,16,63297595,pig
TTC1,16,63458354,pig
ADRA1B,16,63550130,pig
IL12B,16,64143268,pig
UBLCP1,16,64178941,pig
RNF145,16,64252227,pig
EBF1,16,64359001,pig
CLINT1,16,65497500,pig
LSM11,16,65590120,pig
THG1L,16,65602641,pig
SOX30,16,65642223,pig
ADAM19,16,65715517,pig
NIPAL4,16,65815295,pig
CYFIP2,16,65852590,pig
FNDC9,16,65908534,pig
ITK,16,66010772,pig
GARIN3,16,66098468,pig
MED7,16,66119981,pig
HAVCR2,16,66139535,pig
TIMD4,16,66253604,pig
SGCD,16,66452178,pig
MRPL22,16,68228634,pig
GEMIN5,16,68279239,pig
CNOT8,16,68329793,pig
FAXDC2,16,68359307,pig
LARP1,16,68393572,pig
HAND1,16,68677963,pig
SAP30L,16,68695900,pig
GALNT10,16,68723995,pig
MFAP3,16,69099975,pig
FAM114A2,16,69121537,pig
GRIA1,16,69332793,pig
NMUR2,16,70659563,pig
GLRA1,16,71142198,pig
G3BP1,16,71236339,pig
ATOX1,16,71299321,pig
SPARC,16,71357586,pig
FAT2,16,71469847,pig
SLC36A1,16,71538296,pig
SLC36A2,16,71618797,pig
SLC36A3,16,71689245,pig
GM2A,16,71742090,pig
CCDC69,16,71778456,pig
ANXA6,16,71857258,pig
TNIP1,16,71926133,pig
GPX3,16,71980475,pig
MARCHF6,16,72044093,pig
CMBL,16,72170885,pig
CCT5,16,72208012,pig
ATPSCKMT,16,72223534,pig
TAS2R1,16,72720854,pig
SEMA5A,16,72756383,pig
MTRR,16,74245233,pig
FASTKD3,16,74270935,pig
C5ORF49,16,74288049,pig
ADCY2,16,74305736,pig
TENT4A,16,75217219,pig
SRD5A1,16,75310211,pig
NSUN2,16,75335047,pig
UBE2QL1,16,75428276,pig
MED10,16,75517023,pig
ICE1,16,76195361,pig
ADAMTS16,16,76326721,pig
IRX1,16,77695071,pig
IRX2,16,78305793,pig
IRX4,16,78937566,pig
NDUFS6,16,78993913,pig
MRPL36,16,79001549,pig
LPCAT1,16,79134465,pig
SLC6A3,16,79186108,pig
CLPTM1L,16,79237061,pig
TERT,16,79258591,pig
SLC6A18,16,79277696,pig
SLC6A19,16,79293943,pig
SLC12A7,16,79357010,pig
NKD2,16,79400997,pig
TRIP13,16,79458847,pig
BRD9,16,79473745,pig
TPPP,16,79542928,pig
SLC9A3,16,79666825,pig
EXOC3,16,79705750,pig
AHRR,16,79730926,pig
PDCD6,16,79818958,pig
SDHA,16,79834044,pig
CCDC127,16,79862686,pig
LRRC14B,16,79877256,pig
CDH18,16,8098686,pig
CDH12,16,9985126,pig
SFRP1,17,10436426,pig
TRMT9B,17,1061257,pig
GOLGA7,17,10623797,pig
GINS4,17,10656884,pig
GPAT4,17,10691751,pig
NKX6-3,17,10743318,pig
ANK1,17,10779055,pig
AP3M2,17,11167161,pig
PLAT,17,11195602,pig
IKBKB,17,11289690,pig
POLB,17,11356129,pig
DKK4,17,11390206,pig
VDAC3,17,11410532,pig
SLC20A2,17,11435442,pig
SMIM19,17,11549937,pig
CHRNB3,17,11687557,pig
DLC1,17,1170209,pig
CHRNA6,17,11725880,pig
THAP1,17,11765157,pig
RNF170,17,11780129,pig
HOOK3,17,11818052,pig
FNTA,17,11928358,pig
POMK,17,11963763,pig
CSGALNACT1,17,12428893,pig
PSD3,17,12758536,pig
PRNP,17,13694190,pig
PRND,17,13729731,pig
RASSF2,17,13773292,pig
SLC23A2,17,13848728,pig
PCNA,17,14136886,pig
CDS2,17,14151597,pig
PROKR2,17,14242515,pig
GPCPD1,17,14428898,pig
SHLD1,17,14610817,pig
CHGB,17,14746997,pig
TRMT6,17,14777683,pig
MCM8,17,14790396,pig
CRLS1,17,14860320,pig
FERMT1,17,15080587,pig
BMP2,17,15749835,pig
C8ORF48,17,1610565,pig
HAO1,17,16744442,pig
TMX4,17,16831932,pig
PLCB1,17,17007421,pig
PLCB4,17,17916320,pig
LAMP5,17,18434658,pig
PAK5,17,18461062,pig
ANKEF1,17,18958165,pig
SNAP25,17,19141464,pig
MKKS,17,19341722,pig
JAG1,17,19591259,pig
SGCZ,17,2031253,pig
BTBD3,17,20865757,pig
SPTLC3,17,21769484,pig
ISM1,17,21948361,pig
TASP1,17,22083819,pig
ESF1,17,22418885,pig
NDUFAF5,17,22480340,pig
SEL1L2,17,22516558,pig
MACROD2,17,22635284,pig
FLRT3,17,22940492,pig
KIF16B,17,24882142,pig
PCSK2,17,25681197,pig
BFSP1,17,25933900,pig
DSTN,17,26043079,pig
RRBP1,17,26054779,pig
BANF2,17,26131001,pig
MGME1,17,26369875,pig
OVOL2,17,26417795,pig
PET117,17,26480898,pig
KAT14,17,26485157,pig
ZNF133,17,26595818,pig
DZANK1,17,26651179,pig
POLR3F,17,26719514,pig
RBBP9,17,26736526,pig
SEC23B,17,26760087,pig
SMIM26,17,26804830,pig
DTD1,17,26811173,pig
SCP2D1,17,26981303,pig
SLC24A3,17,27270093,pig
NAA20,17,28070191,pig
CRNKL1,17,28077707,pig
CFAP61,17,28116473,pig
INSM1,17,28379880,pig
RALGAPA2,17,28408099,pig
KIZ,17,28980328,pig
XRN2,17,29107667,pig
NKX2-4,17,29199618,pig
NKX2-2,17,29275698,pig
PAX1,17,29422129,pig
FOXA2,17,29997401,pig
THBD,17,30217303,pig
CD93,17,30233933,pig
NXT1,17,30338391,pig
GZF1,17,30351497,pig
NAPB,17,30361447,pig
CSTL1,17,30402814,pig
CST11,17,30414051,pig
CST3,17,30470855,pig
SYNDIG1,17,30638039,pig
CST7,17,30758000,pig
APMAP,17,30768490,pig
ACSS1,17,30800427,pig
VSX1,17,30848484,pig
ENTPD6,17,30908252,pig
PYGB,17,30940452,pig
ABHD12,17,30997480,pig
GINS1,17,31060650,pig
NANP,17,31208181,pig
ADRA1D,17,31517021,pig
SMOX,17,31548636,pig
RNF24,17,31705434,pig
PANK2,17,31798785,pig
AP5S1,17,31894391,pig
CDC25B,17,31910825,pig
CENPB,17,31929892,pig
SPEF1,17,31934856,pig
C20ORF27,17,31950169,pig
HSPA12B,17,31953137,pig
SIGLEC1,17,31994632,pig
ADAM33,17,32023091,pig
GFRA4,17,32040235,pig
ATRN,17,32054249,pig
DNAAF9,17,32284752,pig
SLC4A11,17,32446839,pig
ITPA,17,32455459,pig
DDRGK1,17,32479977,pig
LZTS3,17,32508706,pig
FASTKD5,17,32520658,pig
UBOX5,17,32546712,pig
AVP,17,32581234,pig
OXT,17,32605586,pig
MRPS26,17,32629284,pig
GNRH2,17,32631668,pig
PTPRA,17,32638497,pig
VPS16,17,32803603,pig
PCED1A,17,32825998,pig
TMEM239,17,32838160,pig
C20ORF141,17,32838771,pig
CPXM1,17,32845232,pig
EBF4,17,32876089,pig
IDH3B,17,32955107,pig
NOP56,17,32960102,pig
TMC2,17,32977723,pig
SNRPB,17,33080407,pig
TGM6,17,33107568,pig
TUSC3,17,3312744,pig
TGM3,17,33191914,pig
STK35,17,33367349,pig
PDYN,17,33505079,pig
SIRPB2,17,33858320,pig
NSFL1C,17,33869527,pig
SDCBP2,17,33961617,pig
SNPH,17,33986520,pig
C20ORF202,17,34082705,pig
PSMF1,17,34098991,pig
TMEM74B,17,34101109,pig
RSPO4,17,34268612,pig
ANGPT4,17,34348556,pig
FAM110A,17,34425622,pig
SLC52A3,17,34459359,pig
SCRT2,17,34558048,pig
SRXN1,17,34582440,pig
TCF15,17,34626670,pig
TBC1D20,17,34760347,pig
RBCK1,17,34784016,pig
TRIB3,17,34807582,pig
NRSN2,17,34838077,pig
SOX12,17,34857022,pig
ZCCHC3,17,34882816,pig
C20ORF96,17,34892624,pig
DEFB129,17,34939180,pig
DEFB128,17,34963374,pig
DEFB127,17,34973781,pig
DEFB125,17,35003914,pig
DEFB115,17,35028972,pig
DEFB116,17,35064505,pig
DEFB119,17,35131725,pig
DEFB121,17,35154178,pig
DEFB123,17,35185273,pig
REM1,17,35208363,pig
HM13,17,35248593,pig
ID1,17,35316514,pig
COX4I2,17,35341889,pig
BCL2L1,17,35366143,pig
TPX2,17,35431395,pig
MYLK2,17,35499887,pig
FOXS1,17,35523411,pig
DUSP15,17,35539971,pig
TTLL9,17,35558525,pig
PDRG1,17,35608804,pig
XKR7,17,35632088,pig
CCM2L,17,35671092,pig
HCK,17,35709349,pig
TM9SF4,17,35765323,pig
PLAGL2,17,35840633,pig
POFUT1,17,35856575,pig
KIF3B,17,35914246,pig
ASXL1,17,35985535,pig
NOL4L,17,36073655,pig
COMMD7,17,36300087,pig
DNMT3B,17,36345816,pig
MAPRE1,17,36390811,pig
SUN5,17,36508100,pig
BPIFB2,17,36531402,pig
BPIFB6,17,36556406,pig
BPIFB3,17,36577408,pig
BPIFB4,17,36609798,pig
BPIFA2,17,36690008,pig
BPIFA3,17,36739619,pig
BPIFA1,17,36754498,pig
BPIFB1,17,36782307,pig
CDK5RAP1,17,36877650,pig
SNTA1,17,36915953,pig
CBFA2T2,17,36990070,pig
NECAB3,17,37160434,pig
ACTL10,17,37169906,pig
E2F1,17,37178599,pig
ZNF341,17,37224048,pig
CHMP4B,17,37285442,pig
RALY,17,37448117,pig
EIF2S2,17,37538321,pig
ASIP,17,37545474,pig
AHCY,17,37726086,pig
ITCH,17,37810235,pig
PIGU,17,37942707,pig
MAP1LC3A,17,37957507,pig
TP53INP2,17,38104200,pig
GGT7,17,38231084,pig
ACSS2,17,38260147,pig
GSS,17,38312720,pig
MYH7B,17,38362452,pig
TRPC4AP,17,38385653,pig
EDEM2,17,38480044,pig
PROCR,17,38532763,pig
MMP24,17,38588081,pig
MSR1,17,3859692,pig
EIF6,17,38638298,pig
FAM83C,17,38645441,pig
UQCC1,17,38658579,pig
GDF5,17,38792187,pig
CEP250,17,38810522,pig
ERGIC3,17,38885117,pig
SPAG4,17,38947718,pig
CPNE1,17,38956673,pig
RBM12,17,38982619,pig
NFS1,17,39000644,pig
ROMO1,17,39028977,pig
RBM39,17,39032136,pig
PHF20,17,39092839,pig
SCAND1,17,39244460,pig
CNBD2,17,39255773,pig
AAR2,17,39498730,pig
DLGAP4,17,39570921,pig
TGIF2,17,39675088,pig
MYL9,17,39788199,pig
RAB5IF,17,39868882,pig
SLA2,17,39875628,pig
NDRG3,17,39905958,pig
DSN1,17,39990624,pig
SOGA1,17,40025309,pig
SAMHD1,17,40107462,pig
TLDC2,17,40109210,pig
RBL1,17,40194950,pig
RPN2,17,40322368,pig
GHRH,17,40387344,pig
SRC,17,40471009,pig
BLCAP,17,40624844,pig
CTNNBL1,17,40774775,pig
VSTM2L,17,40978794,pig
TTI1,17,41047411,pig
RPRD1B,17,41094335,pig
TGM2,17,41186770,pig
KIAA1755,17,41275510,pig
BPI,17,41344939,pig
LBP,17,41393818,pig
RALGAPB,17,41507806,pig
ADIG,17,41609269,pig
SLC32A1,17,41689479,pig
ACTR5,17,41702540,pig
PPP1R16B,17,41752845,pig
FAM83D,17,41868976,pig
DHX35,17,41900674,pig
MAFB,17,43404927,pig
PLCG1,17,43810048,pig
ZHX3,17,43851295,pig
LPIN3,17,43989333,pig
EMILIN3,17,44006840,pig
CHD6,17,44048098,pig
PTPRT,17,44714645,pig
SRSF6,17,46119409,pig
L3MBTL1,17,46136013,pig
SGK2,17,46188265,pig
IFT52,17,46210150,pig
MYBL2,17,46256257,pig
GTSF1L,17,46296577,pig
TOX2,17,46433025,pig
OSER1,17,46673563,pig
GDAP1L1,17,46709393,pig
FITM2,17,46739973,pig
R3HDML,17,46766401,pig
HNF4A,17,46783777,pig
TTPAL,17,46884977,pig
SERINC3,17,46895402,pig
FGF20,17,4691448,pig
PKIG,17,47008035,pig
ADA,17,47044497,pig
CCN5,17,47131501,pig
KCNK15,17,47160774,pig
RIMS4,17,47167305,pig
MICU3,17,4721164,pig
YWHAB,17,47298044,pig
PABPC1L,17,47321264,pig
TOMM34,17,47352160,pig
STK4,17,47387600,pig
KCNS1,17,47483947,pig
WFDC5,17,47499935,pig
SPAI-2,17,47541854,pig
SLPI,17,47595803,pig
MATN4,17,47617620,pig
RBPJL,17,47628313,pig
SYS1,17,47686258,pig
TP53TG5,17,47699445,pig
DBNDD2,17,47725132,pig
PIGT,17,47735088,pig
PTI,17,47773060,pig
WFDC2,17,47816452,pig
EPPIN,17,47853278,pig
WFDC8,17,47862615,pig
WFDC10A,17,47888613,pig
DNTTIP1,17,47994656,pig
UBE2C,17,48018400,pig
TNNC2,17,48024687,pig
SNX21,17,48033858,pig
ACOT8,17,48039628,pig
ZSWIM3,17,48054482,pig
ZSWIM1,17,48074402,pig
SPATA25,17,48077667,pig
NEURL2,17,48080048,pig
CTSA,17,48082448,pig
PCIF1,17,48120599,pig
ZNF335,17,48132538,pig
CLDN23,17,481527,pig
MMP9,17,48179671,pig
SLC12A5,17,48192075,pig
NCOA5,17,48231501,pig
CD40,17,48286084,pig
CDH22,17,48339694,pig
SLC35C2,17,48512803,pig
ELMO2,17,48526700,pig
ZDHHC2,17,4855345,pig
OCSTAMP,17,48703941,pig
SLC13A3,17,48714183,pig
TP53RK,17,48814703,pig
SLC2A10,17,48824414,pig
EYA2,17,48966814,pig
ZMYND8,17,49258560,pig
CNOT7,17,4933456,pig
VPS37A,17,4949644,pig
NCOA3,17,49528179,pig
SULF2,17,49663731,pig
MTMR7,17,5006623,pig
PREX1,17,50354775,pig
ARFGEF2,17,50631925,pig
CSE1L,17,50744949,pig
STAU1,17,50804972,pig
DDX27,17,50903284,pig
ZNFX1,17,50925791,pig
KCNB1,17,51039987,pig
PTGIS,17,51153154,pig
B4GALT5,17,51259813,pig
SLC9A8,17,51401621,pig
IL29,17,51484658,pig
SPATA2,17,51489701,pig
RNF114,17,51513651,pig
SNAI1,17,51546477,pig
UBE2V1,17,51629964,pig
PEDS1,17,51672757,pig
CEBPB,17,51722426,pig
SLC7A2,17,5192022,pig
PTPN1,17,52017130,pig
RIPOR3,17,52088053,pig
PARD6B,17,52195041,pig
BCAS4,17,52239496,pig
ADNP,17,52317913,pig
DPM1,17,52351855,pig
MOCS3,17,52377348,pig
KCNG1,17,52422308,pig
NFATC2,17,52743568,pig
PDGFRL,17,5279004,pig
ATP9A,17,52938725,pig
SALL4,17,53084310,pig
MTUS1,17,5331810,pig
ZFP64,17,53426541,pig
ZNF217,17,54607673,pig
BCAS1,17,54920713,pig
CYP24A1,17,55110590,pig
PFDN4,17,55155772,pig
DOK5,17,55390802,pig
FGL1,17,5547126,pig
PCM1,17,5597133,pig
CBLN4,17,56674872,pig
MC3R,17,56868525,pig
FAM210B,17,56941630,pig
CSTF1,17,56972248,pig
CASS4,17,56991161,pig
RTF2,17,57040967,pig
GCNT7,17,57061805,pig
FAM209B,17,57087126,pig
ASAH1,17,5712059,pig
TFAP2C,17,57164404,pig
BMP7,17,57584956,pig
SPO11,17,57730675,pig
RAE1,17,57751852,pig
RBM38,17,57783154,pig
CTCFL,17,57860787,pig
PCK1,17,57930432,pig
ZBP1,17,57973096,pig
PMEPA1,17,57999287,pig
C20ORF85,17,58373175,pig
ANKRD60,17,58425081,pig
RAB22A,17,58514985,pig
VAPB,17,58594892,pig
APCDD1L,17,58659642,pig
STX16,17,58840006,pig
NPEPL1,17,58873191,pig
NELFCD,17,59129076,pig
CTSZ,17,59138621,pig
TUBB1,17,59161420,pig
ZNF831,17,59277483,pig
PHACTR3,17,59625982,pig
SYCP2,17,59875993,pig
PPP1R3D,17,59964585,pig
FAM217B,17,59967165,pig
CDH4,17,60959190,pig
TAF4,17,61465822,pig
LSM14B,17,61553971,pig
PSMA7,17,61566619,pig
SS18L1,17,61571614,pig
MTG2,17,61604971,pig
HRH3,17,61622938,pig
OSBPL2,17,61643401,pig
ADRM1,17,61692945,pig
LAMA5,17,61697517,pig
RPS21,17,61763574,pig
CABLES2,17,61764937,pig
RBBP8NL,17,61782605,pig
GATA5,17,61824899,pig
SLCO4A1,17,61947628,pig
NTSR1,17,61989402,pig
MRGBP,17,62058424,pig
COL9A3,17,62074855,pig
TCFL5,17,62093907,pig
GID8,17,62174231,pig
SLC17A9,17,62186112,pig
BHLHE23,17,62227916,pig
YTHDF1,17,62329302,pig
NKAIN4,17,62356422,pig
ARFGAP1,17,62380091,pig
CHRNA4,17,62423878,pig
KCNQ2,17,62459281,pig
EEF1A2,17,62517503,pig
PTK6,17,62538855,pig
SRMS,17,62548182,pig
FNDC11,17,62558684,pig
GMEB2,17,62568549,pig
STMN3,17,62600455,pig
RTEL1,17,62611909,pig
ZGPAT,17,62635018,pig
